locus_tag	gene_name	start_site	end_site	gene_length
b4814	zbiJ	837435	837531	97
b4769	ybiE	837503	837562	60
b0802	ybiJ	837665	837925	261
b0803	ybiI	838190	838456	267
b0804	ybiX	838530	839207	678
b0805	fiu	839249	841531	2283
b0806	mcbA	841796	842056	261
b0807	rlmF	842332	843258	927
b0808	ybiO	843255	845480	2226
b0809	glnQ	845741	846463	723
b0810	glnP	846460	847119	660
b0811	glnH	847258	848004	747
b0812	dps	848408	848911	504
b0813	rhtA	849210	850097	888
b4736	yliM	850332	850397	66
b0814	ompX	850450	850965	516
b0815	opgE	851014	852597	1584
b4416	rybA	852725	853064	340
b4705	mntS	852869	852997	129
b0817	mntR	853183	853650	468
b0818	ybiR	853647	854765	1119
b0819	ldtB	854824	855744	921
b0820	ybiT	855963	857555	1593
b0821	ybiU	857796	859061	1266
b0822	ybiV	859213	860028	816
b0823	ybiW	860174	862606	2433
b0824	ybiY	862612	863511	900
b0825	fsaA	863642	864304	663
b0826	moeB	864380	865129	750
b0827	moeA	865129	866364	1236
b0828	iaaA	866568	867533	966
b0829	gsiA	867520	869391	1872
b0830	gsiB	869411	870949	1539
b0831	gsiC	870967	871887	921
b0832	gsiD	871890	872801	912
b0833	pdeI	872979	875327	2349
b0834	dgcI	875335	876663	1329
b0835	rimO	876710	878035	1326
b0836	bssR	878248	878631	384
b0837	yliI	878742	879857	1116
b0838	gstB	879854	880480	627
b0839	dacC	880727	881929	1203
b0840	deoR	881976	882734	759
b0841	ybjG	882792	883388	597
b0842	mdfA	883673	884905	1233
b0843	ybjH	884946	885230	285
b0844	ybjI	885316	886131	816
b0845	ybjJ	886131	887339	1209
b0846	rcdA	887423	887959	537
b4417	rybB	887979	888057	79
b0847	ybjL	888134	889819	1686
b0848	ybjM	890089	890466	378
b0849	grxA	890496	890753	258
b0850	ybjC	890913	891200	288
b0851	nfsA	891184	891906	723
b0852	rimK	891967	892869	903
b0853	ybjN	892957	893433	477
b0854	potF	893784	894896	1113
b0855	potG	894991	896124	1134
b0856	potH	896134	897087	954
b0857	potI	897084	897929	846
b0858	ybjO	897989	898477	489
b0859	rlmC	898518	899645	1128
b0860	artJ	899844	900575	732
b0861	artM	900866	901534	669
b0862	artQ	901534	902250	717
b0863	artI	902257	902988	732
b0864	artP	903006	903734	729
b0865	ybjP	903952	904467	516
b0866	ybjQ	904593	904916	324
b0867	amiD	904913	905743	831
b0868	ybjS	905740	906753	1014
b0869	ybjT	906852	908282	1431
b0870	ltaE	908293	909294	1002
b0871	poxB	909331	911049	1719
b0872	hcr	911182	912150	969
b0873	hcp	912162	913814	1653
b0874	lysO	913958	914857	900
b0875	aqpZ	915352	916047	696
b0876	ybjD	916473	918131	1659
b0877	ybjX	918128	919120	993
b0878	macA	919235	920350	1116
b0879	macB	920347	922293	1947
b0880	cspD	922366	922590	225
b4770	yljB	922740	922814	75
b0881	clpS	922913	923233	321
b0882	clpA	923264	925540	2277
b0883	serW	925884	925971	88
b0884	infA	926225	926443	219
b0885	aat	926728	927432	705
b0886	cydC	927474	929195	1722
b0887	cydD	929196	930962	1767
b0888	trxB	931085	932050	966
b0889	lrp	932595	933089	495
b0890	ftsK	933224	937213	3990
b0891	lolA	937372	937983	612
b0892	rarA	937994	939337	1344
b0893	serS	939428	940720	1293
b0894	dmsA	940959	943403	2445
b0895	dmsB	943414	944031	618
b0896	dmsC	944033	944896	864
b0897	ycaC	944931	945557	627
b0898	ycaD	945871	947019	1149
b0899	ycaM	947229	948659	1431
b0900	ycaN	948660	949568	909
b0901	ycaK	949668	950258	591
b0902	pflA	950340	951080	741
b0903	pflB	951272	953554	2283
b0904	focA	953609	954466	858
b0905	ycaO	954872	956632	1761
b0906	ycaP	956762	957454	693
b0907	serC	957653	958741	1089
b0908	aroA	958812	960095	1284
b0909	ycaL	960264	961028	765
b0910	cmk	961201	961884	684
b0911	rpsA	961995	963668	1674
b0912	ihfB	963828	964112	285
b0913	ycaI	964320	966584	2265
b0914	msbA	966621	968369	1749
b0915	lpxK	968366	969352	987
b0916	ycaQ	969389	970621	1233
b0917	ycaR	970673	970855	183
b0918	kdsB	970852	971598	747
b0919	ycbJ	971752	972645	894
b0920	elyC	972622	973401	780
b0921	cmoM	973537	974322	786
b0922	mukF	974319	975641	1323
b0923	mukE	975622	976326	705
b0924	mukB	976326	980786	4461
b0925	ldtD	981047	982894	1848
b0926	mepK	983075	983623	549
b0927	gloC	983650	984297	648
b0928	aspC	984519	985709	1191
b0929	ompF	985894	986982	1089
b0930	asnS	987585	988985	1401
b0931	pncB	989154	990356	1203
b0932	pepN	990622	993234	2613
b0933	ssuB	993277	994044	768
b0934	ssuC	994041	994832	792
b0935	ssuD	994843	995988	1146
b0936	ssuA	995985	996944	960
b0937	ssuE	996937	997512	576
b0938	elfA	997868	998407	540
b0939	elfD	998490	999191	702
b0940	elfC	999216	1001816	2601
b0941	elfG	1001807	1002877	1071
b0942	ycbU	1002889	1003431	543
b0943	ycbV	1003439	1003954	516
b0944	ycbF	1003947	1004657	711
b0945	pyrD	1004768	1005778	1011
b0946	zapC	1005952	1006494	543
b0947	ycbX	1006491	1007600	1110
b0948	rlmL	1007844	1009952	2109
b0949	uup	1009964	1011871	1908
b0950	pqiA	1012001	1013254	1254
b0951	pqiB	1013259	1014899	1641
b0952	pqiC	1014896	1015459	564
b0953	rmf	1015715	1015882	168
b0954	fabA	1015952	1016470	519
b0955	ycbZ	1016539	1018299	1761
b0956	matP	1018485	1018937	453
b0957	ompA	1019013	1020053	1041
b0958	sulA	1020410	1020919	510
b0959	sxy	1021138	1021767	630
b0960	yccS	1021730	1023883	2154
b0961	yccF	1023902	1024348	447
b0962	helD	1024471	1026525	2055
b0963	mgsA	1026557	1027015	459
b0964	yccT	1027111	1027773	663
b0965	yccU	1027946	1028359	414
b0966	hspQ	1028404	1028721	318
b0967	rlmI	1028779	1029969	1191
b0968	yccX	1030064	1030342	279
b0969	tusE	1030339	1030668	330
b0970	yccA	1030759	1031418	660
b0971	serT	1031625	1031712	88
b0972	hyaA	1032139	1033257	1119
b0973	hyaB	1033254	1035047	1794
b0974	hyaC	1035066	1035773	708
b0975	hyaD	1035770	1036357	588
b0976	hyaE	1036354	1036752	399
b0977	hyaF	1036749	1037606	858
b0978	appC	1037740	1039284	1545
b0979	appB	1039296	1040432	1137
b4592	appX	1040445	1040537	93
b0980	appA	1040617	1041915	1299
b0981	etk	1042030	1044210	2181
b0982	etp	1044230	1044676	447
b0983	gfcE	1044664	1045803	1140
b0984	gfcD	1045849	1047945	2097
b0985	gfcC	1047945	1048691	747
b0986	gfcB	1048688	1049332	645
b0987	gfcA	1049439	1049744	306
b4516	insA4	1049833	1050108	276
b0988	insB4	1050027	1050530	504
b0989	cspH	1050963	1051175	213
b0990	cspG	1051461	1051673	213
b4723	ymcF	1051684	1051872	189
b0991	ymcE	1051847	1052077	231
b4517	gnsA	1052067	1052240	174
b0992	yccM	1052289	1053362	1074
b0993	torS	1053434	1056178	2745
b0994	torT	1056261	1057289	1029
b0995	torR	1057262	1057954	693
b0996	torC	1058084	1059256	1173
b0997	torA	1059256	1061802	2547
b0998	torD	1061799	1062398	600
b0999	cbpM	1062550	1062855	306
b1000	cbpA	1062855	1063775	921
b1001	yccE	1064036	1065292	1257
b1002	agp	1065585	1066826	1242
b1003	yccJ	1066864	1067091	228
b1004	wrbA	1067112	1067708	597
b4518	ymdF	1068081	1068254	174
b1006	rutG	1068511	1069839	1329
b1007	rutF	1069860	1070354	495
b1008	rutE	1070365	1070955	591
b1009	rutD	1070965	1071765	801
b1010	rutC	1071773	1072159	387
b1011	rutB	1072171	1072863	693
b1012	rutA	1072863	1074011	1149
b1013	rutR	1074242	1074880	639
b1014	putA	1074920	1078882	3963
b4737	ymdG	1079120	1079146	27
b1015	putP	1079305	1080813	1509
b4490	efeU	1081356	1082185	830
b1018	efeO	1082243	1083370	1128
b1019	efeB	1083376	1084647	1272
b1020	phoH	1084992	1086056	1065
b1021	pgaD	1086106	1086519	414
b1022	pgaC	1086521	1087846	1326
b1023	pgaB	1087839	1089857	2019
b1024	pgaA	1089866	1092289	2424
b1025	dgcT	1092876	1094234	1359
b1026	insF4	1094275	1095141	867
b1027	insE4	1095138	1095437	300
b1028	ymdE	1095544	1095846	303
b1029	ycdU	1095843	1096829	987
b1032	serX	1097565	1097652	88
b1033	ghrA	1097886	1098824	939
b1034	ycdX	1098879	1099616	738
b1035	ycdY	1099640	1100194	555
b1036	ycdZ	1100296	1100787	492
b1037	csgG	1100851	1101684	834
b1038	csgF	1101711	1102127	417
b1039	csgE	1102152	1102541	390
b1040	csgD	1102546	1103196	651
b1041	csgB	1103951	1104406	456
b1042	csgA	1104447	1104902	456
b1043	csgC	1104961	1105293	333
b1044	ymdA	1105414	1105725	312
b1045	ymdB	1105820	1106353	534
b1046	clsC	1106355	1107776	1422
b1047	opgC	1107784	1108941	1158
b1048	opgG	1109335	1110870	1536
b1049	opgH	1110863	1113406	2544
b1050	yceK	1113579	1113806	228
b1051	msyB	1113807	1114181	375
b1053	mdtG	1114264	1115490	1227
b1054	lpxL	1115662	1116582	921
b1055	trhO	1116807	1117859	1053
b1056	yceI	1117901	1118476	576
b1057	yceJ	1118480	1119046	567
b1058	yceO	1119307	1119447	141
b1059	solA	1119468	1120586	1119
b1060	bssS	1120701	1120955	255
b1061	dinI	1121242	1121487	246
b1062	pyrC	1121561	1122607	1047
b1063	yceB	1122713	1123273	561
b1064	grxB	1123407	1124054	648
b1065	mdtH	1124118	1125326	1209
b1066	rimJ	1125562	1126146	585
b1067	yceH	1126157	1126804	648
b1068	yceM	1126806	1127729	924
b1069	murJ	1127839	1129374	1536
b1070	flgN	1129414	1129830	417
b1071	flgM	1129835	1130128	294
b1072	flgA	1130204	1130863	660
b1073	flgB	1131018	1131434	417
b1074	flgC	1131438	1131842	405
b1075	flgD	1131854	1132549	696
b1076	flgE	1132574	1133782	1209
b1077	flgF	1133802	1134557	756
b1078	flgG	1134729	1135511	783
b1079	flgH	1135564	1136262	699
b1080	flgI	1136274	1137371	1098
b1081	flgJ	1137371	1138312	942
b1082	flgK	1138378	1140021	1644
b1083	flgL	1140033	1140986	954
b4826	flgO	1140986	1141063	78
b1084	rne	1141182	1144367	3186
b1085	yceQ	1144502	1144822	321
b1086	rluC	1144940	1145899	960
b1087	yceF	1146011	1146595	585
b4418	sraB	1146589	1146757	169
b1088	yceD	1146794	1147315	522
b1089	rpmF	1147367	1147540	174
b1090	plsX	1147621	1148691	1071
b1091	fabH	1148759	1149712	954
b1092	fabD	1149728	1150657	930
b1093	fabG	1150670	1151404	735
b1094	acpP	1151615	1151851	237
b1095	fabF	1151939	1153180	1242
b1096	pabC	1153300	1154109	810
b1097	mltG	1154112	1155134	1023
b1098	tmk	1155124	1155765	642
b1099	holB	1155762	1156766	1005
b1100	ycfH	1156777	1157574	798
b1101	ptsG	1157869	1159302	1434
b1102	fhuE	1159362	1161551	2190
b1103	hinT	1161885	1162244	360
b1104	ycfL	1162247	1162624	378
b1105	lpoB	1162638	1163279	642
b1106	thiK	1163260	1164084	825
b1107	nagZ	1164095	1165120	1026
b1108	ycfP	1165143	1165685	543
b1109	ndh	1166085	1167389	1305
b1110	ycfJ	1167599	1168138	540
b1111	comR	1168200	1168832	633
b1112	bhsA	1169073	1169330	258
b4832	bhsB	1169303	1169402	100
b1113	ldtC	1169412	1170374	963
b1114	mfd	1170518	1173964	3447
b1115	ycfT	1174092	1175165	1074
b1116	lolC	1175427	1176626	1200
b1117	lolD	1176619	1177320	702
b1118	lolE	1177320	1178564	1245
b1119	nagK	1178593	1179504	912
b1120	cobB	1179520	1180359	840
b1121	ycfZ	1180479	1181267	789
b1122	ymfA	1181264	1181725	462
b1123	potD	1181783	1182829	1047
b1124	potC	1182826	1183620	795
b1125	potB	1183617	1184444	828
b1126	potA	1184458	1185594	1137
b1127	pepT	1185844	1187070	1227
b1128	roxA	1187119	1188240	1122
b1129	phoQ	1188316	1189776	1461
b1130	phoP	1189776	1190447	672
b1131	purB	1190616	1191986	1371
b1132	hflD	1191990	1192631	642
b1133	mnmA	1192667	1193773	1107
b1134	nudJ	1193827	1194288	462
b1135	rluE	1194298	1194951	654
b1136	icd	1195123	1196373	1251
b4806	C0293	1196711	1196782	72
b1137	ymfD	1196867	1197532	666
b1138	ymfE	1197533	1198237	705
b1139	lit	1198695	1199588	894
b1140	intE	1199679	1200806	1128
b1141	xisE	1200787	1201032	246
b1142	ymfH	1201069	1201380	312
b1143	ymfI	1201497	1201838	342
b1144	ymfJ	1201776	1202084	309
b1145	ymfK	1202259	1202933	675
b1146	ymfT	1203024	1203224	201
b1147	ymfL	1203268	1203825	558
b1148	ymfM	1203822	1204160	339
b1149	ymfN	1204170	1205537	1368
b4692	oweE	1204170	1204403	234
b4693	aaaE	1204401	1205537	1137
b1150	ymfR	1205549	1205731	183
b1151	beeE	1205731	1206204	474
b1152	jayE	1206131	1206922	792
b1153	ymfQ	1206913	1207497	585
b1154	ycfK	1207501	1208130	630
b1155	tfaP	1208132	1208545	414
b1156	tfaE	1208517	1209119	603
b1157	stfE	1209119	1209655	537
b1158	pinE	1209685	1210239	555
b1159	mcrA	1210346	1211179	834
b4519	icdC	1211413	1211577	165
b1160	iraM	1211680	1212003	324
b4738	ymgK	1212260	1212304	45
b4739	ymgL	1212540	1212650	111
b1161	ycgX	1212703	1213107	405
b1162	bluR	1213328	1214059	732
b1163	bluF	1214264	1215475	1212
b1164	ycgZ	1215789	1216025	237
b1165	ymgA	1216068	1216340	273
b1166	ariR	1216369	1216635	267
b1167	ymgC	1216748	1216996	249
b1168	pdeG	1217328	1218851	1524
b4520	ymgF	1218983	1219201	219
b4491	ycgH	1219601	1222248	2648
b1171	ymgD	1222305	1222634	330
b1172	ymgG	1222644	1222988	345
b4593	ymgI	1222990	1223163	174
b4594	ymgJ	1223264	1223449	186
b4521	ycgI	1223564	1223907	344
b1174	minE	1224279	1224545	267
b1175	minD	1224549	1225361	813
b1176	minC	1225385	1226080	696
b1177	ycgJ	1226600	1226968	369
b1178	pliG	1227071	1227472	402
b4816	ymgN	1227368	1227427	60
b1179	ycgL	1227681	1228007	327
b1180	ycgM	1228079	1228738	660
b1181	ycgN	1228815	1229276	462
b1182	hlyE	1229483	1230394	912
b1183	umuD	1230767	1231186	420
b1184	umuC	1231186	1232454	1269
b1185	dsbB	1232500	1233030	531
b1186	nhaB	1233176	1234717	1542
b1187	fadR	1234938	1235657	720
b1188	ycgB	1235709	1237241	1533
b1189	dadA	1237571	1238869	1299
b1190	dadX	1238879	1239949	1071
b4740	ymgM	1240260	1240463	204
b1191	cvrA	1240335	1242071	1737
b1192	ldcA	1242166	1243080	915
b1193	emtA	1243180	1243791	612
b1194	ycgR	1243793	1244527	735
b1195	ymgE	1244728	1244982	255
b1196	ycgY	1245160	1245600	441
b1197	treA	1245679	1247376	1698
b1198	dhaM	1247696	1249114	1419
b1199	dhaL	1249125	1249757	633
b1200	dhaK	1249768	1250838	1071
b1201	dhaR	1251066	1252985	1920
b1202	ycgV	1253085	1255952	2868
b1203	ychF	1256721	1257812	1092
b1204	pth	1257929	1258513	585
b1205	ychH	1258791	1259069	279
b1206	dauA	1259124	1260803	1680
b1207	prs	1260928	1261875	948
b1208	ispE	1262026	1262877	852
b1209	lolB	1262877	1263500	624
b1210	hemA	1263714	1264970	1257
b1211	prfA	1265012	1266094	1083
b1212	prmC	1266094	1266927	834
b1213	ychQ	1266924	1267316	393
b1214	ychA	1267320	1268129	810
b1215	kdsA	1268165	1269019	855
b4419	ldrA	1269168	1269275	108
b4420	rdlA	1269323	1269389	67
b4421	ldrB	1269703	1269810	108
b4422	rdlB	1269858	1269923	66
b4423	ldrC	1270238	1270345	108
b4424	rdlC	1270393	1270460	68
b1216	chaA	1270749	1271849	1101
b1217	chaB	1272119	1272349	231
b1218	chaC	1272507	1273202	696
b1219	ychN	1273246	1273599	354
b1220	ychO	1273784	1275178	1395
b1221	narL	1275179	1275829	651
b1222	narX	1275822	1277618	1797
b1223	narK	1277957	1279348	1392
b4813	narS	1279337	1279520	184
b1224	narG	1279864	1283607	3744
b1225	narH	1283604	1285142	1539
b1226	narJ	1285139	1285849	711
b1227	narI	1285849	1286526	678
b1228	ychS	1286709	1286984	276
b4425	rttR	1287066	1287236	171
b1229	tpr	1287087	1287176	90
b1230	tyrV	1287244	1287328	85
b1231	tyrT	1287538	1287622	85
b1232	purU	1287782	1288624	843
b1233	ychJ	1288674	1289132	459
b1234	rssA	1289245	1290150	906
b1235	rssB	1290242	1291255	1014
b1236	galU	1291457	1292365	909
b1237	hns	1292509	1292922	414
b1238	tdk	1293527	1294144	618
b4573	insZ	1294426	1295322	897
b1241	adhE	1295446	1298121	2676
b4771	ychT	1298514	1298567	54
b1242	ychE	1298598	1299245	648
b4711	insH21	1299567	1300547	981
b1243	oppA	1301182	1302813	1632
b1244	oppB	1302899	1303819	921
b1245	oppC	1303834	1304742	909
b1246	oppD	1304754	1305767	1014
b1247	oppF	1305764	1306768	1005
b1248	yciU	1306821	1307150	330
b1249	clsA	1307185	1308645	1461
b4595	yciY	1308788	1308961	174
b1250	kch	1309016	1310269	1254
b1251	yciI	1310569	1310865	297
b1252	tonB	1311089	1311808	720
b1253	yciA	1311848	1312246	399
b1254	yciB	1312351	1312890	540
b1255	yciC	1312920	1313663	744
b1256	ompW	1314020	1314658	639
b1257	yciE	1314718	1315224	507
b1258	yciF	1315270	1315770	501
b1259	yciG	1315856	1316035	180
b1260	trpA	1316416	1317222	807
b1261	trpB	1317222	1318415	1194
b1262	trpC	1318427	1319788	1362
b1263	trpD	1319789	1321384	1596
b1264	trpE	1321384	1322946	1563
b1265	trpL	1323038	1323082	45
b1266	rnm	1323220	1324101	882
b1267	yciO	1324098	1324718	621
b1268	yciQ	1324746	1326641	1896
b1269	rluB	1326852	1327727	876
b1270	btuR	1327767	1328357	591
b1271	yciK	1328354	1329112	759
b1272	sohB	1329332	1330381	1050
b1273	yciN	1330417	1330668	252
b1274	topA	1331048	1333645	2598
b1275	cysB	1333855	1334829	975
b4522	ymiA	1335148	1335288	141
b4523	yciX	1335291	1335458	168
b4741	ymiC	1335572	1335667	96
b1276	acnA	1335831	1338506	2676
b1277	ribA	1338570	1339160	591
b1278	pgpB	1339330	1340094	765
b1279	lapA	1340243	1340551	309
b1280	lapB	1340558	1341727	1170
b1281	pyrF	1341921	1342658	738
b1282	yciH	1342658	1342984	327
b1283	osmB	1343110	1343328	219
b1284	yciT	1343597	1344346	750
b4596	yciZ	1344436	1344609	174
b4772	ymiD	1344647	1344775	129
b1285	pdeR	1344757	1346742	1986
b4672	ymiB	1346796	1346900	105
b1286	rnb	1346978	1348912	1935
b1287	yciW	1348980	1350107	1128
b1288	fabI	1350251	1351039	789
b1289	ycjD	1351407	1351760	354
b1290	sapF	1351828	1352634	807
b1291	sapD	1352636	1353628	993
b1292	sapC	1353628	1354518	891
b1293	sapB	1354505	1355470	966
b1294	sapA	1355467	1357110	1644
b1295	ymjA	1357423	1357668	246
b1296	puuP	1357802	1359187	1386
b4742	ymjE	1359177	1359341	165
b1297	puuA	1359490	1360908	1419
b1298	puuD	1361120	1361884	765
b1299	puuR	1361911	1362468	558
b1300	puuC	1362743	1364230	1488
b1301	puuB	1364232	1365512	1281
b1302	puuE	1365550	1366815	1266
b1303	pspF	1366935	1367912	978
b1304	pspA	1368079	1368747	669
b1305	pspB	1368801	1369025	225
b1306	pspC	1369025	1369384	360
b1307	pspD	1369393	1369614	222
b1308	pspE	1369689	1370003	315
b1309	ycjM	1370216	1371895	1680
b1310	ycjN	1371909	1373201	1293
b1311	ycjO	1373222	1374103	882
b1312	ycjP	1374090	1374932	843
b1313	ycjQ	1374963	1376015	1053
b1314	ycjR	1376034	1376822	789
b1315	ycjS	1376832	1377887	1056
b1316	ycjT	1377884	1380151	2268
b1317	ycjU	1380148	1380807	660
b1318	ycjV	1380821	1381789	969
b4524	ymjB	1381789	1381902	114
b1319	ompG	1381947	1382852	906
b1320	ycjW	1382963	1383961	999
b1321	ycjX	1384117	1385514	1398
b1322	ycjF	1385511	1386572	1062
b1323	tyrR	1386720	1388261	1542
b1324	tpx	1388305	1388811	507
b1325	ycjG	1388930	1389895	966
b1326	mpaA	1389870	1390598	729
b4525	ymjC	1390680	1390862	183
b4673	ymjD	1390868	1390933	66
b1327	ycjY	1390933	1391853	921
b1328	pgrR	1391991	1392890	900
b1329	mppA	1393227	1394840	1614
b1330	ynaI	1394891	1395922	1032
b1331	insH4	1396112	1397092	981
b1332	ynaJ	1397365	1397622	258
b1333	uspE	1397672	1398622	951
b1334	fnr	1398774	1399526	753
b1335	ogt	1399721	1400236	516
b1336	abgT	1400247	1401773	1527
b1337	abgB	1401810	1403255	1446
b1338	abgA	1403255	1404565	1311
b1339	abgR	1404741	1405649	909
b4426	mcaS	1405658	1405751	94
b1340	smrA	1405979	1406542	564
b1341	dgcM	1406563	1407795	1233
b4773	ynaN	1407989	1408036	48
b1342	zntB	1408050	1409033	984
b4699	fnrS	1409129	1409250	122
b4743	ynaL	1409308	1409481	174
b1343	dbpA	1409511	1410884	1374
b1344	ttcA	1411013	1411948	936
b1345	intR	1412000	1413235	1236
b1346	xisR	1413237	1413452	216
b1347	rcbA	1413531	1413740	210
b4714	ralA	1413556	1413734	179
b1348	ralR	1413733	1413927	195
b1349	recT	1413984	1414793	810
b1350	recE	1414786	1417386	2601
b1351	racC	1417488	1417763	276
b4526	ydaE	1417838	1418008	171
b1352	kilR	1418008	1418229	222
b4833	kilS	1418405	1418502	98
b1353	sieB	1418671	1419159	489
b4527	ydaF	1419156	1419311	156
b1355	ydaG	1419322	1419456	135
b1356	racR	1419765	1420241	477
b1357	ydaS	1420365	1420661	297
b1358	ydaT	1420684	1421106	423
b1359	ydaU	1421119	1421976	858
b1360	ydaV	1421983	1422729	747
b1361	ydaW	1422752	1423312	561
b1362	rzpR	1423345	1423644	300
b4528	rzoR	1423400	1423585	186
b1363	trkG	1423782	1425239	1458
b1365	ynaK	1425377	1425640	264
b1366	ydaY	1425621	1425980	360
b1368	ynaA	1426454	1427482	1029
b4570	lomR	1427389	1428984	1596
b1370	insH5	1427746	1428726	981
b1372	stfR	1429049	1432411	3363
b1373	tfaR	1432411	1432986	576
b1374	pinR	1433084	1433674	591
b1375	ynaE	1433991	1434224	234
b4744	ynaM	1434293	1434406	114
b4638	ttcC	1434958	1435008	51
b1376	uspF	1435185	1435619	435
b1377	ompN	1435760	1436893	1134
b4427	micC	1437121	1437231	111
b1378	ydbK	1437260	1440784	3525
b4529	ydbJ	1441058	1441324	267
b1379	hslJ	1441321	1441743	423
b1380	ldhA	1441854	1442843	990
b1381	ydbH	1443051	1445690	2640
b1382	ynbE	1445687	1445872	186
b1383	ydbL	1445880	1446206	327
b1384	feaR	1446378	1447283	906
b1385	feaB	1447519	1449018	1500
b1386	tynA	1449076	1451349	2274
b1387	paaZ	1451597	1453642	2046
b1388	paaA	1453927	1454856	930
b1389	paaB	1454868	1455155	288
b1390	paaC	1455164	1455910	747
b1391	paaD	1455925	1456422	498
b1392	paaE	1456430	1457500	1071
b1393	paaF	1457497	1458264	768
b1394	paaG	1458264	1459052	789
b1395	paaH	1459054	1460481	1428
b1396	paaI	1460471	1460893	423
b1397	paaJ	1460893	1462098	1206
b1398	paaK	1462125	1463438	1314
b1399	paaX	1463539	1464489	951
b1400	paaY	1464471	1465061	591
b4674	ynbG	1465165	1465230	66
b4492	ydbA	1465392	1474013	8622
b1402	insD2	1467921	1468826	906
b1403	insC2	1468784	1469149	366
b1404	insI2	1469358	1470509	1152
b1406	pdxI	1474221	1475081	861
b1407	ydbD	1475144	1477450	2307
b1408	ynbA	1477621	1478226	606
b1409	ynbB	1478226	1479122	897
b1410	ynbC	1479138	1480895	1758
b1411	ynbD	1480909	1482201	1293
b1412	azoR	1482255	1482860	606
b1413	hrpA	1483061	1486963	3903
b1414	ydcF	1487235	1488035	801
b1415	aldA	1488232	1489671	1440
b4493	gapC	1489713	1490713	1001
b1418	cybB	1490902	1491432	531
b4597	rydC	1491442	1491506	65
b1419	ydcA	1491677	1491850	174
b4774	yncP	1491876	1491944	69
b4428	hokB	1491922	1492071	150
b1420	mokB	1491962	1492129	168
b4429	sokB	1492119	1492175	57
b1421	trg	1492470	1494110	1641
b1422	ydcI	1494148	1495071	924
b1423	ydcJ	1495288	1496631	1344
b1424	opgD	1496856	1498511	1656
b1426	ydcH	1498651	1498875	225
b1427	rimL	1498938	1499477	540
b1428	ydcK	1499469	1500449	981
b1429	tehA	1500573	1501565	993
b1430	tehB	1501562	1502155	594
b1431	ydcL	1502457	1503125	669
b4578	yncK	1503218	1503649	432
b1432	insQ	1503657	1504865	1209
b1433	ydcO	1504905	1506080	1176
b1434	sutR	1506172	1506708	537
b1435	rlhA	1506781	1508742	1962
b1436	yncJ	1508834	1509064	231
b4532	hicA	1509286	1509462	177
b1438	hicB	1509508	1509924	417
b1439	ydcR	1510003	1511409	1407
b1440	ydcS	1511654	1512799	1146
b1441	ydcT	1512817	1513830	1014
b1442	ydcU	1513831	1514772	942
b1443	ydcV	1514762	1515556	795
b1444	patD	1515578	1517002	1425
b4598	yncL	1517099	1517194	96
b1445	ortT	1517389	1517562	174
b1446	ydcY	1517648	1517881	234
b1447	ydcZ	1517882	1518331	450
b1448	mnaT	1518328	1518846	519
b1449	curA	1519027	1520064	1038
b1450	mcbR	1520262	1520927	666
b1451	yncD	1520963	1523065	2103
b1452	yncE	1523307	1524368	1062
b1453	ansP	1524481	1525980	1500
b1454	yncG	1526247	1526864	618
b1455	yncH	1526940	1527152	213
b1456	rhsE	1527890	1529938	2049
b1457	ydcD	1529922	1530404	483
b4745	yncO	1530319	1530504	186
b1459	yncI	1530586	1531639	1054
b1460	ydcC	1531816	1532952	1137
b1461	pptA	1533052	1533285	234
b1462	yddH	1533282	1533851	570
b1463	nhoA	1534024	1534869	846
b1464	yddE	1534965	1535858	894
b1465	narV	1535937	1536617	681
b1466	narW	1536614	1537309	696
b1467	narY	1537309	1538853	1545
b1468	narZ	1538850	1542590	3741
b1469	narU	1542672	1544060	1389
b1470	yddJ	1544384	1544719	336
b1471	yddK	1544758	1545714	957
b1472	yddL	1545738	1546028	291
b1473	yddG	1546288	1547169	882
b1474	fdnG	1547401	1550448	3048
b1475	fdnH	1550461	1551345	885
b1476	fdnI	1551338	1551991	654
b1477	yddM	1552398	1552682	285
b1478	adhP	1552828	1553838	1011
b1479	maeA	1553972	1555669	1698
b1480	sra	1555826	1555963	138
b1481	bdm	1556065	1556280	216
b1482	osmC	1556625	1557056	432
b1483	ddpF	1557112	1558038	927
b1484	ddpD	1558031	1559017	987
b1485	ddpC	1559014	1559910	897
b1486	ddpB	1559907	1560929	1023
b1487	ddpA	1560931	1562481	1551
b1488	ddpX	1562495	1563076	582
b1489	dosP	1563334	1565733	2400
b1490	dosC	1565758	1567140	1383
b4746	yddY	1567178	1567219	42
b1491	digH	1567504	1568823	1320
b1492	gadC	1568954	1570489	1536
b1493	gadB	1570645	1572045	1401
b1494	pqqL	1572407	1575202	2796
b1495	yddB	1575247	1577619	2373
b1496	yddA	1577657	1579342	1686
b4747	yneP	1579545	1579667	123
b1497	ydeM	1579633	1580790	1158
b1498	ydeN	1580842	1582524	1683
b1499	ydeO	1582926	1583687	762
b1500	safA	1583762	1583959	198
b1501	ydeP	1584207	1586486	2280
b1502	ydeQ	1586820	1587734	915
b1503	ydeR	1587793	1588296	504
b1504	ydeS	1588309	1588839	531
b1505	ydeT	1588853	1590001	1149
b1506	yneL	1590334	1590536	203
b1507	hipA	1590854	1592176	1323
b1508	hipB	1592176	1592442	267
b4696	yneO	1592665	1598086	5422
